user_id,venue_id,checkin_count,tip_count,avg_sentiment,checkin_category,interaction_score
22601,480,2,1.0,1.0,occasional,4.0
22601,6790,2,0.0,0.0,occasional,2.0
22601,9611,1,0.0,0.0,one_time,1.0
22601,20077,2,0.0,0.0,occasional,2.0
22601,27108,1,0.0,0.0,one_time,1.0
22601,30518,1,0.0,0.0,one_time,1.0
22601,44155,1,0.0,0.0,one_time,1.0
22601,53848,2,0.0,0.0,occasional,2.0
22658,1395,1,1.0,0.3181818181818182,one_time,1.3181818181818181
22658,1430,2,0.0,0.0,occasional,2.0
22658,5269,2,0.0,0.0,occasional,2.0
22658,7633,2,0.0,0.0,occasional,2.0
22658,9109,1,0.0,0.0,one_time,1.0
22658,12150,1,0.0,0.0,one_time,1.0
22658,14889,1,0.0,0.0,one_time,1.0
22683,526,2,0.0,0.0,occasional,2.0
22683,630,2,0.0,0.0,occasional,2.0
22683,5744,2,0.0,0.0,occasional,2.0
22683,8276,1,0.0,0.0,one_time,1.0
22683,24262,1,0.0,0.0,one_time,1.0
22683,28929,3,0.0,0.0,occasional,3.0
22683,33905,2,0.0,0.0,occasional,2.0
22719,985,2,0.0,0.0,occasional,2.0
22719,5918,2,0.0,0.0,occasional,2.0
22719,6995,2,1.0,0.41714285714285715,occasional,2.8342857142857145
22719,39253,2,0.0,0.0,occasional,2.0
22799,886,2,0.0,0.0,occasional,2.0
22799,25365,2,0.0,0.0,occasional,2.0
22799,29825,2,0.0,0.0,occasional,2.0
22799,51419,2,0.0,0.0,occasional,2.0
22829,12719,1,0.0,0.0,one_time,1.0
22896,3319,2,0.0,0.0,occasional,2.0
22896,4556,2,0.0,0.0,occasional,2.0
22896,8652,2,0.0,0.0,occasional,2.0
22896,13745,1,0.0,0.0,one_time,1.0
22896,15661,2,0.0,0.0,occasional,2.0
22896,20622,2,0.0,0.0,occasional,2.0
22896,26442,1,0.0,0.0,one_time,1.0
22896,78297,2,0.0,0.0,occasional,2.0
22896,102157,7,0.0,0.0,regular,7.0
22896,1760748,1,0.0,0.0,one_time,1.0
22938,700,2,0.0,0.0,occasional,2.0
22938,1156,1,0.0,0.0,one_time,1.0
22938,11954,2,0.0,0.0,occasional,2.0
22938,51231,2,0.0,0.0,occasional,2.0
22982,4556,1,0.0,0.0,one_time,1.0
22982,12149,1,0.0,0.0,one_time,1.0
22982,12222,2,0.0,0.0,occasional,2.0
22982,13174,1,0.0,0.0,one_time,1.0
22982,15647,2,0.0,0.0,occasional,2.0
22982,23209,1,0.0,0.0,one_time,1.0
22982,25562,1,0.0,0.0,one_time,1.0
22982,146020,2,0.0,0.0,occasional,2.0
22984,1124,2,1.0,0.65,occasional,3.3
23003,526,2,0.0,0.0,occasional,2.0
23003,1143,2,1.0,0.0,occasional,2.0
23003,3421,2,0.0,0.0,occasional,2.0
23003,6700,2,0.0,0.0,occasional,2.0
23003,14253,2,0.0,0.0,occasional,2.0
23014,5648,1,0.0,0.0,one_time,1.0
23014,7557,2,0.0,0.0,occasional,2.0
23045,18221,2,0.0,0.0,occasional,2.0
23045,34133,1,0.0,0.0,one_time,1.0
23045,98472,1,0.0,0.0,one_time,1.0
23050,51152,1,0.0,0.0,one_time,1.0
23122,4429,1,0.0,0.0,one_time,1.0
23134,20,1,0.0,0.0,one_time,1.0
23142,25,1,0.0,0.0,one_time,1.0
23142,639,1,0.0,0.0,one_time,1.0
23142,3227,2,0.0,0.0,occasional,2.0
23142,4310,2,0.0,0.0,occasional,2.0
23142,79908,1,0.0,0.0,one_time,1.0
23172,1086,1,0.0,0.0,one_time,1.0
23172,14801,2,1.0,0.4,occasional,2.8
23200,142,1,0.0,0.0,one_time,1.0
23200,5235,1,0.0,0.0,one_time,1.0
23200,6900,2,0.0,0.0,occasional,2.0
23200,33542,1,0.0,0.0,one_time,1.0
23228,602,1,0.0,0.0,one_time,1.0
23228,1498,2,0.0,0.0,occasional,2.0
23228,37842,2,0.0,0.0,occasional,2.0
23235,38689,2,0.0,0.0,occasional,2.0
23235,141142,2,1.0,0.0,occasional,2.0
23248,497,1,0.0,0.0,one_time,1.0
23248,1188,2,1.0,0.3771428571428571,occasional,2.7542857142857144
23248,4156,1,0.0,0.0,one_time,1.0
23248,9109,1,0.0,0.0,one_time,1.0
23248,9762,2,0.0,0.0,occasional,2.0
23248,10643,1,0.0,0.0,one_time,1.0
23248,13307,1,0.0,0.0,one_time,1.0
23248,29405,1,0.0,0.0,one_time,1.0
23248,42088,2,0.0,0.0,occasional,2.0
23264,278,2,1.0,1.0,occasional,4.0
23264,774,1,0.0,0.0,one_time,1.0
23264,908,6,0.0,0.0,regular,6.0
23264,4734,1,0.0,0.0,one_time,1.0
23264,5892,1,0.0,0.0,one_time,1.0
23264,6906,2,0.0,0.0,occasional,2.0
23264,10784,2,0.0,0.0,occasional,2.0
23264,23773,2,0.0,0.0,occasional,2.0
23264,189579,2,0.0,0.0,occasional,2.0
23408,886,1,0.0,0.0,one_time,1.0
23408,6790,3,0.0,0.0,occasional,3.0
23408,7796,4,0.0,0.0,regular,4.0
23408,12150,1,0.0,0.0,one_time,1.0
23408,13108,1,0.0,0.0,one_time,1.0
23408,42728,3,0.0,0.0,occasional,3.0
23408,47569,2,0.0,0.0,occasional,2.0
23408,85008,2,0.0,0.0,occasional,2.0
23408,111035,1,0.0,0.0,one_time,1.0
23442,1231,2,0.0,0.0,occasional,2.0
23442,13621,2,0.0,0.0,occasional,2.0
23487,360,2,0.0,0.0,occasional,2.0
23487,564,1,0.0,0.0,one_time,1.0
23487,5639,1,0.0,0.0,one_time,1.0
23487,148156,14,0.0,0.0,frequent,14.0
23524,1156,1,1.0,0.4666666666666666,one_time,1.4666666666666666
23524,2642,1,0.0,0.0,one_time,1.0
23524,4608,1,0.0,0.0,one_time,1.0
23524,6900,1,0.0,0.0,one_time,1.0
23524,7524,1,0.0,0.0,one_time,1.0
23524,10786,1,0.0,0.0,one_time,1.0
23524,14532,1,0.0,0.0,one_time,1.0
23524,17698,2,0.0,0.0,occasional,2.0
23524,18222,1,0.0,0.0,one_time,1.0
23524,19182,2,0.0,0.0,occasional,2.0
23524,20500,1,1.0,0.25,one_time,1.25
23524,20714,1,0.0,0.0,one_time,1.0
23524,28415,1,0.0,0.0,one_time,1.0
23524,32873,1,0.0,0.0,one_time,1.0
23524,33672,2,0.0,0.0,occasional,2.0
23524,82328,2,0.0,0.0,occasional,2.0
23599,3184,2,0.0,0.0,occasional,2.0
23621,83,2,0.0,0.0,occasional,2.0
23621,3184,2,0.0,0.0,occasional,2.0
23621,7670,2,0.0,0.0,occasional,2.0
23621,18167,3,0.0,0.0,occasional,3.0
23634,1223,1,0.0,0.0,one_time,1.0
23634,6251,2,0.0,0.0,occasional,2.0
23634,14749,2,1.0,0.8,occasional,3.6
23634,25118,1,0.0,0.0,one_time,1.0
23634,39242,2,0.0,0.0,occasional,2.0
23687,581,1,0.0,0.0,one_time,1.0
23687,721,1,0.0,0.0,one_time,1.0
23687,958,1,0.0,0.0,one_time,1.0
23687,3412,2,0.0,0.0,occasional,2.0
23687,8433,1,0.0,0.0,one_time,1.0
23687,14250,1,1.0,0.2333333333333333,one_time,1.2333333333333334
23687,726679,2,0.0,0.0,occasional,2.0
23793,370,1,0.0,0.0,one_time,1.0
23793,549,1,0.0,0.0,one_time,1.0
23793,809,1,0.0,0.0,one_time,1.0
23793,9684,1,0.0,0.0,one_time,1.0
23793,15743,1,0.0,0.0,one_time,1.0
23853,11872,1,0.0,0.0,one_time,1.0
23999,721,1,0.0,0.0,one_time,1.0
24009,38353,1,0.0,0.0,one_time,1.0
24074,630,1,0.0,0.0,one_time,1.0
24074,6238,1,0.0,0.0,one_time,1.0
24074,6894,2,0.0,0.0,occasional,2.0
24074,9464,2,0.0,0.0,occasional,2.0
24074,10282,1,1.0,0.5,one_time,1.5
24074,11882,2,0.0,0.0,occasional,2.0
24074,13227,1,0.0,0.0,one_time,1.0
24074,13424,2,2.0,0.46875000000000006,occasional,2.9375
24074,19410,2,1.0,0.0,occasional,2.0
24074,19837,1,0.0,0.0,one_time,1.0
24074,39242,3,0.0,0.0,occasional,3.0
24074,51385,1,0.0,0.0,one_time,1.0
24074,71745,2,0.0,0.0,occasional,2.0
24230,578,2,0.0,0.0,occasional,2.0
24230,16059,2,0.0,0.0,occasional,2.0
24230,21795,1,0.0,0.0,one_time,1.0
24230,23765,4,0.0,0.0,regular,4.0
24230,75701,1,0.0,0.0,one_time,1.0
24230,82328,2,0.0,0.0,occasional,2.0
24274,1186,2,0.0,0.0,occasional,2.0
24274,5378,1,0.0,0.0,one_time,1.0
24274,10639,2,0.0,0.0,occasional,2.0
24274,15009,3,0.0,0.0,occasional,3.0
24274,19897,2,0.0,0.0,occasional,2.0
24274,29405,1,0.0,0.0,one_time,1.0
24274,81616,1,0.0,0.0,one_time,1.0
24296,1543,6,1.0,0.0,regular,6.0
24296,9945,1,1.0,0.25,one_time,1.25
24296,12277,2,0.0,0.0,occasional,2.0
24296,13108,2,0.0,0.0,occasional,2.0
24296,13174,1,0.0,0.0,one_time,1.0
24296,18167,1,0.0,0.0,one_time,1.0
24296,31027,1,0.0,0.0,one_time,1.0
24317,12307,2,0.0,0.0,occasional,2.0
24360,1066,2,1.0,0.23333333333333336,occasional,2.466666666666667
24360,128204,2,0.0,0.0,occasional,2.0
24391,449,1,0.0,0.0,one_time,1.0
24391,1155,1,0.0,0.0,one_time,1.0
24391,4472,1,0.0,0.0,one_time,1.0
24391,4720,1,0.0,0.0,one_time,1.0
24391,9374,1,0.0,0.0,one_time,1.0
24391,9793,1,0.0,0.0,one_time,1.0
24391,11930,1,0.0,0.0,one_time,1.0
24391,13174,1,0.0,0.0,one_time,1.0
24391,13354,2,0.0,0.0,occasional,2.0
24391,15139,2,0.0,0.0,occasional,2.0
24391,18071,1,0.0,0.0,one_time,1.0
24391,23401,1,0.0,0.0,one_time,1.0
24391,25417,2,1.0,0.20909090909090908,occasional,2.418181818181818
24391,28322,1,0.0,0.0,one_time,1.0
24391,30106,3,0.0,0.0,occasional,3.0
24391,120475,1,0.0,0.0,one_time,1.0
24436,764,1,0.0,0.0,one_time,1.0
24436,908,2,1.0,0.25166666666666665,occasional,2.5033333333333334
24436,938,1,0.0,0.0,one_time,1.0
24436,1177,2,0.0,0.0,occasional,2.0
24436,4529,1,0.0,0.0,one_time,1.0
24436,8135,2,0.0,0.0,occasional,2.0
24436,8713,2,0.0,0.0,occasional,2.0
24436,10904,2,1.0,0.0,occasional,2.0
24436,13812,1,0.0,0.0,one_time,1.0
24438,4156,1,0.0,0.0,one_time,1.0
24438,4731,2,0.0,0.0,occasional,2.0
24438,15693,4,0.0,0.0,regular,4.0
24438,16626,1,0.0,0.0,one_time,1.0
24438,24520,1,0.0,0.0,one_time,1.0
24438,28427,2,0.0,0.0,occasional,2.0
24438,78297,1,0.0,0.0,one_time,1.0
24468,6380,1,0.0,0.0,one_time,1.0
24468,7627,2,0.0,0.0,occasional,2.0
24468,12094,4,0.0,0.0,regular,4.0
24468,12625,2,0.0,0.0,occasional,2.0
24468,13836,2,0.0,0.0,occasional,2.0
24468,19920,1,0.0,0.0,one_time,1.0
24468,21343,3,0.0,0.0,occasional,3.0
24468,28359,2,0.0,0.0,occasional,2.0
24468,29635,2,0.0,0.0,occasional,2.0
24468,43817,1,0.0,0.0,one_time,1.0
24506,138,2,0.0,0.0,occasional,2.0
24506,359,1,0.0,0.0,one_time,1.0
24506,575,2,0.0,0.0,occasional,2.0
24506,614,1,0.0,0.0,one_time,1.0
24506,908,1,0.0,0.0,one_time,1.0
24506,1086,2,0.0,0.0,occasional,2.0
24506,1211,1,0.0,0.0,one_time,1.0
24506,1639,1,0.0,0.0,one_time,1.0
24506,4987,1,0.0,0.0,one_time,1.0
24506,5639,2,0.0,0.0,occasional,2.0
24506,6151,1,0.0,0.0,one_time,1.0
24506,6856,2,0.0,0.0,occasional,2.0
24506,7332,1,0.0,0.0,one_time,1.0
24506,7796,1,0.0,0.0,one_time,1.0
24506,9497,2,0.0,0.0,occasional,2.0
24506,10225,4,0.0,0.0,regular,4.0
24506,10824,1,0.0,0.0,one_time,1.0
24506,11100,1,0.0,0.0,one_time,1.0
24506,13521,2,0.0,0.0,occasional,2.0
24506,16437,1,0.0,0.0,one_time,1.0
24506,19182,1,0.0,0.0,one_time,1.0
24506,51152,2,0.0,0.0,occasional,2.0
24506,68829,3,0.0,0.0,occasional,3.0
24511,6375,2,1.0,0.0,occasional,2.0
24518,349,1,0.0,0.0,one_time,1.0
24518,2578,1,0.0,0.0,one_time,1.0
24518,11792,2,0.0,0.0,occasional,2.0
24518,12964,2,0.0,0.0,occasional,2.0
24518,13341,1,0.0,0.0,one_time,1.0
24518,15430,3,0.0,0.0,occasional,3.0
24518,17689,1,0.0,0.0,one_time,1.0
24518,17697,1,0.0,0.0,one_time,1.0
24518,51152,2,0.0,0.0,occasional,2.0
24672,177,1,0.0,0.0,one_time,1.0
24672,359,1,0.0,0.0,one_time,1.0
24672,1086,2,0.0,0.0,occasional,2.0
24672,1091,1,0.0,0.0,one_time,1.0
24672,1156,1,0.0,0.0,one_time,1.0
24672,1218,2,0.0,0.0,occasional,2.0
24672,1268,1,0.0,0.0,one_time,1.0
24672,4532,1,0.0,0.0,one_time,1.0
24672,4547,1,0.0,0.0,one_time,1.0
24672,4626,1,0.0,0.0,one_time,1.0
24672,4677,1,0.0,0.0,one_time,1.0
24672,6897,1,0.0,0.0,one_time,1.0
24672,10074,1,0.0,0.0,one_time,1.0
24672,10947,1,0.0,0.0,one_time,1.0
24672,11100,3,0.0,0.0,occasional,3.0
24672,11129,2,0.0,0.0,occasional,2.0
24672,12018,2,0.0,0.0,occasional,2.0
24672,12042,1,0.0,0.0,one_time,1.0
24672,12347,2,0.0,0.0,occasional,2.0
24672,12412,1,0.0,0.0,one_time,1.0
24672,12493,1,0.0,0.0,one_time,1.0
24672,13017,1,0.0,0.0,one_time,1.0
24672,13261,2,0.0,0.0,occasional,2.0
24672,13359,1,0.0,0.0,one_time,1.0
24672,15936,3,0.0,0.0,occasional,3.0
24672,19842,1,0.0,0.0,one_time,1.0
24672,22218,3,0.0,0.0,occasional,3.0
24672,31475,2,0.0,0.0,occasional,2.0
24672,35085,9,0.0,0.0,regular,9.0
24672,35260,1,0.0,0.0,one_time,1.0
24672,57145,1,0.0,0.0,one_time,1.0
24672,80645,1,0.0,0.0,one_time,1.0
24772,845,2,0.0,0.0,occasional,2.0
24772,1477,2,0.0,0.0,occasional,2.0
24772,8643,1,0.0,0.0,one_time,1.0
24772,8770,1,0.0,0.0,one_time,1.0
24772,11660,2,0.0,0.0,occasional,2.0
24772,11790,2,0.0,0.0,occasional,2.0
24772,13307,1,0.0,0.0,one_time,1.0
24772,13629,2,1.0,0.0,occasional,2.0
24772,50167,2,0.0,0.0,occasional,2.0
24772,81284,1,0.0,0.0,one_time,1.0
24772,502393,2,0.0,0.0,occasional,2.0
24794,25,1,0.0,0.0,one_time,1.0
24794,204,1,0.0,0.0,one_time,1.0
24794,209,2,0.0,0.0,occasional,2.0
24794,549,1,0.0,0.0,one_time,1.0
24794,3582,1,0.0,0.0,one_time,1.0
24794,4156,1,0.0,0.0,one_time,1.0
24794,4547,1,0.0,0.0,one_time,1.0
24794,7627,2,0.0,0.0,occasional,2.0
24794,7999,2,0.0,0.0,occasional,2.0
24794,10324,1,0.0,0.0,one_time,1.0
24794,12018,1,0.0,0.0,one_time,1.0
24794,13341,2,0.0,0.0,occasional,2.0
24794,14083,1,0.0,0.0,one_time,1.0
24794,21677,1,0.0,0.0,one_time,1.0
24794,21833,2,0.0,0.0,occasional,2.0
24794,22148,1,0.0,0.0,one_time,1.0
24794,75701,1,0.0,0.0,one_time,1.0
24794,136335,2,0.0,0.0,occasional,2.0
24853,5378,1,0.0,0.0,one_time,1.0
24873,15341,1,0.0,0.0,one_time,1.0
24915,254,1,0.0,0.0,one_time,1.0
24915,278,2,1.0,-0.75,occasional,0.5
24915,555,2,0.0,0.0,occasional,2.0
24915,998,1,0.0,0.0,one_time,1.0
24915,1119,1,0.0,0.0,one_time,1.0
24915,4310,1,0.0,0.0,one_time,1.0
24915,8228,2,0.0,0.0,occasional,2.0
24915,9150,2,0.0,0.0,occasional,2.0
24915,11446,1,0.0,0.0,one_time,1.0
24915,11681,4,1.0,1.0,regular,8.0
24915,12833,4,1.0,0.0,regular,4.0
24915,13624,1,0.0,0.0,one_time,1.0
24915,13986,1,0.0,0.0,one_time,1.0
24915,18175,1,0.0,0.0,one_time,1.0
24915,24411,1,0.0,0.0,one_time,1.0
24915,29261,2,0.0,0.0,occasional,2.0
24915,36462,2,0.0,0.0,occasional,2.0
24915,38021,1,0.0,0.0,one_time,1.0
24915,42775,1,0.0,0.0,one_time,1.0
24915,68829,1,0.0,0.0,one_time,1.0
24915,75338,2,0.0,0.0,occasional,2.0
24915,80406,3,1.0,0.8,occasional,5.4
24915,81616,1,0.0,0.0,one_time,1.0
24915,81766,4,0.0,0.0,regular,4.0
24915,86116,2,1.0,0.51,occasional,3.02
24915,112711,4,0.0,0.0,regular,4.0
24915,122354,1,1.0,0.0,one_time,1.0
24915,159042,2,0.0,0.0,occasional,2.0
24973,16811,4,0.0,0.0,regular,4.0
24973,20383,1,0.0,0.0,one_time,1.0
24973,21324,4,0.0,0.0,regular,4.0
24973,29121,1,0.0,0.0,one_time,1.0
24973,42406,5,0.0,0.0,regular,5.0
24973,85776,9,0.0,0.0,regular,9.0
24973,2067414,1,0.0,0.0,one_time,1.0
24987,18071,1,0.0,0.0,one_time,1.0
25039,630,1,0.0,0.0,one_time,1.0
25039,700,1,0.0,0.0,one_time,1.0
25039,751,2,0.0,0.0,occasional,2.0
25039,4310,1,0.0,0.0,one_time,1.0
25039,4829,2,0.0,0.0,occasional,2.0
25039,15323,2,0.0,0.0,occasional,2.0
25041,254,1,1.0,1.0,one_time,2.0
25041,4156,2,0.0,0.0,occasional,2.0
25041,4556,3,1.0,0.0,occasional,3.0
25041,4987,2,0.0,0.0,occasional,2.0
25041,8228,2,0.0,0.0,occasional,2.0
25041,9498,1,0.0,0.0,one_time,1.0
25041,11882,1,0.0,0.0,one_time,1.0
25041,13394,2,1.0,0.04642857142857143,occasional,2.092857142857143
25041,13904,1,0.0,0.0,one_time,1.0
25041,16953,1,0.0,0.0,one_time,1.0
25041,21639,1,0.0,0.0,one_time,1.0
25041,42775,1,0.0,0.0,one_time,1.0
25041,45393,2,0.0,0.0,occasional,2.0
25041,131255,1,0.0,0.0,one_time,1.0
25110,278,6,0.0,0.0,regular,6.0
25110,371,1,0.0,0.0,one_time,1.0
25110,578,2,0.0,0.0,occasional,2.0
25110,1412,1,0.0,0.0,one_time,1.0
25110,3184,2,0.0,0.0,occasional,2.0
25110,5918,2,0.0,0.0,occasional,2.0
25110,8061,2,0.0,0.0,occasional,2.0
25110,9260,2,0.0,0.0,occasional,2.0
25110,13047,2,0.0,0.0,occasional,2.0
25110,20373,1,0.0,0.0,one_time,1.0
25110,21157,2,0.0,0.0,occasional,2.0
25152,4848,2,0.0,0.0,occasional,2.0
25152,8041,1,0.0,0.0,one_time,1.0
25152,12037,2,0.0,0.0,occasional,2.0
25152,13391,1,0.0,0.0,one_time,1.0
25152,14674,1,0.0,0.0,one_time,1.0
25152,15944,1,0.0,0.0,one_time,1.0
25152,37276,2,0.0,0.0,occasional,2.0
25152,174371,1,0.0,0.0,one_time,1.0
25299,654,1,0.0,0.0,one_time,1.0
25299,1063,1,0.0,0.0,one_time,1.0
25299,13519,2,0.0,0.0,occasional,2.0
25299,51152,2,0.0,0.0,occasional,2.0
25321,114,1,0.0,0.0,one_time,1.0
25321,210,2,0.0,0.0,occasional,2.0
25321,262,1,0.0,0.0,one_time,1.0
25321,419,1,0.0,0.0,one_time,1.0
25321,497,2,0.0,0.0,occasional,2.0
25321,518,2,0.0,0.0,occasional,2.0
25321,603,1,0.0,0.0,one_time,1.0
25321,938,2,0.0,0.0,occasional,2.0
25321,1035,1,0.0,0.0,one_time,1.0
25321,1043,2,0.0,0.0,occasional,2.0
25321,1107,2,1.0,0.12727272727272726,occasional,2.2545454545454544
25321,1231,1,0.0,0.0,one_time,1.0
25321,2640,1,0.0,0.0,one_time,1.0
25321,4156,3,0.0,0.0,occasional,3.0
25321,4840,1,0.0,0.0,one_time,1.0
25321,5608,2,0.0,0.0,occasional,2.0
25321,5664,1,0.0,0.0,one_time,1.0
25321,6518,2,0.0,0.0,occasional,2.0
25321,6612,1,0.0,0.0,one_time,1.0
25321,7749,2,0.0,0.0,occasional,2.0
25321,9264,2,0.0,0.0,occasional,2.0
25321,9945,1,0.0,0.0,one_time,1.0
25321,10965,2,0.0,0.0,occasional,2.0
25321,11764,2,0.0,0.0,occasional,2.0
25321,11913,2,0.0,0.0,occasional,2.0
25321,11945,2,0.0,0.0,occasional,2.0
25321,11987,2,0.0,0.0,occasional,2.0
25321,12196,1,0.0,0.0,one_time,1.0
25321,12621,1,0.0,0.0,one_time,1.0
25321,13629,1,0.0,0.0,one_time,1.0
25321,13812,2,0.0,0.0,occasional,2.0
25321,14334,1,0.0,0.0,one_time,1.0
25321,14674,2,0.0,0.0,occasional,2.0
25321,15087,2,0.0,0.0,occasional,2.0
25321,15606,2,0.0,0.0,occasional,2.0
25321,16055,4,0.0,0.0,regular,4.0
25321,18076,1,0.0,0.0,one_time,1.0
25321,21324,2,0.0,0.0,occasional,2.0
25321,23989,3,0.0,0.0,occasional,3.0
25321,32981,1,0.0,0.0,one_time,1.0
25321,35522,4,0.0,0.0,regular,4.0
25321,51231,1,0.0,0.0,one_time,1.0
25321,74896,1,0.0,0.0,one_time,1.0
25321,81976,1,0.0,0.0,one_time,1.0
25336,315,1,0.0,0.0,one_time,1.0
25336,424,1,0.0,0.0,one_time,1.0
25336,514,1,0.0,0.0,one_time,1.0
25336,2593,2,0.0,0.0,occasional,2.0
25336,3184,4,0.0,0.0,regular,4.0
25336,3557,1,0.0,0.0,one_time,1.0
25336,4576,1,0.0,0.0,one_time,1.0
25336,4731,2,0.0,0.0,occasional,2.0
25336,4821,4,0.0,0.0,regular,4.0
25336,4853,4,0.0,0.0,regular,4.0
25336,5899,4,0.0,0.0,regular,4.0
25336,5960,1,0.0,0.0,one_time,1.0
25336,6790,1,0.0,0.0,one_time,1.0
25336,6856,5,0.0,0.0,regular,5.0
25336,8046,2,0.0,0.0,occasional,2.0
25336,16504,2,0.0,0.0,occasional,2.0
25336,21345,2,0.0,0.0,occasional,2.0
25336,26256,1,0.0,0.0,one_time,1.0
25336,101591,2,0.0,0.0,occasional,2.0
25379,4448,2,0.0,0.0,occasional,2.0
25425,1448,1,0.0,0.0,one_time,1.0
25438,676,1,0.0,0.0,one_time,1.0
25438,985,1,1.0,0.0,one_time,1.0
25438,1049,1,0.0,0.0,one_time,1.0
25438,5769,2,0.0,0.0,occasional,2.0
25438,8276,1,0.0,0.0,one_time,1.0
25438,15502,1,0.0,0.0,one_time,1.0
25438,17879,1,0.0,0.0,one_time,1.0
25438,37315,1,0.0,0.0,one_time,1.0
25472,1201,2,1.0,0.0,occasional,2.0
25486,10032,1,4.0,0.53125,one_time,1.53125
25486,14969,1,0.0,0.0,one_time,1.0
25531,11362,1,0.0,0.0,one_time,1.0
25531,21021,1,0.0,0.0,one_time,1.0
25571,564,2,0.0,0.0,occasional,2.0
25571,1036,2,0.0,0.0,occasional,2.0
25571,4734,2,0.0,0.0,occasional,2.0
25571,4855,1,0.0,0.0,one_time,1.0
25571,7767,1,0.0,0.0,one_time,1.0
25571,7796,2,0.0,0.0,occasional,2.0
25571,8510,2,0.0,0.0,occasional,2.0
25571,10690,1,0.0,0.0,one_time,1.0
25571,11259,1,0.0,0.0,one_time,1.0
25571,13015,2,0.0,0.0,occasional,2.0
25571,15463,1,0.0,0.0,one_time,1.0
25571,22145,1,0.0,0.0,one_time,1.0
25571,39261,1,0.0,0.0,one_time,1.0
25571,100986,1,0.0,0.0,one_time,1.0
25571,111035,2,0.0,0.0,occasional,2.0
25571,164429,1,0.0,0.0,one_time,1.0
25587,700,2,0.0,0.0,occasional,2.0
25587,7332,1,0.0,0.0,one_time,1.0
25587,7633,2,0.0,0.0,occasional,2.0
25587,9934,4,0.0,0.0,regular,4.0
25587,17472,2,0.0,0.0,occasional,2.0
25587,17741,2,0.0,0.0,occasional,2.0
25587,80645,1,0.0,0.0,one_time,1.0
25587,186707,2,0.0,0.0,occasional,2.0
25624,2538,2,0.0,0.0,occasional,2.0
25624,8334,2,0.0,0.0,occasional,2.0
25624,8800,1,0.0,0.0,one_time,1.0
25624,9726,1,0.0,0.0,one_time,1.0
25624,10719,2,0.0,0.0,occasional,2.0
25624,12458,2,0.0,0.0,occasional,2.0
25624,13812,1,0.0,0.0,one_time,1.0
25624,16148,2,0.0,0.0,occasional,2.0
25624,16626,2,0.0,0.0,occasional,2.0
25624,24423,2,0.0,0.0,occasional,2.0
25624,25376,2,0.0,0.0,occasional,2.0
25624,33652,2,0.0,0.0,occasional,2.0
25624,56596,2,0.0,0.0,occasional,2.0
25624,77986,2,0.0,0.0,occasional,2.0
25624,119212,2,0.0,0.0,occasional,2.0
25627,180,1,0.0,0.0,one_time,1.0
25627,442,2,0.0,0.0,occasional,2.0
25627,1152,1,1.0,0.35714285714285715,one_time,1.3571428571428572
25627,1201,7,0.0,0.0,regular,7.0
25627,1428,15,1.0,1.0,frequent,30.0
25627,14833,2,0.0,0.0,occasional,2.0
25627,20626,3,0.0,0.0,occasional,3.0
25627,24547,2,0.0,0.0,occasional,2.0
25627,33691,2,0.0,0.0,occasional,2.0
25662,1268,1,0.0,0.0,one_time,1.0
25662,4987,1,0.0,0.0,one_time,1.0
25662,12214,2,0.0,0.0,occasional,2.0
25662,21324,1,0.0,0.0,one_time,1.0
25662,23026,1,0.0,0.0,one_time,1.0
25662,68935,1,0.0,0.0,one_time,1.0
25662,85776,3,1.0,0.4166666666666667,occasional,4.25
25662,119774,2,0.0,0.0,occasional,2.0
25807,18222,2,2.0,0.0,occasional,2.0
25807,26051,2,1.0,0.34659090909090906,occasional,2.6931818181818183
25844,23209,1,0.0,0.0,one_time,1.0
25853,8276,1,0.0,0.0,one_time,1.0
25853,9720,1,0.0,0.0,one_time,1.0
25886,609,1,2.0,-0.041666666666666664,one_time,0.9583333333333334
25886,1465,1,0.0,0.0,one_time,1.0
25886,5744,1,1.0,-0.15555555555555559,one_time,0.8444444444444444
25886,12232,1,1.0,0.6000000000000001,one_time,1.6
25886,17323,1,0.0,0.0,one_time,1.0
25886,17710,1,0.0,0.0,one_time,1.0
25948,1394,1,0.0,0.0,one_time,1.0
25948,7627,2,0.0,0.0,occasional,2.0
25948,7920,1,0.0,0.0,one_time,1.0
25948,17626,2,0.0,0.0,occasional,2.0
25948,28675,2,1.0,-0.5,occasional,1.0
25948,173702,1,0.0,0.0,one_time,1.0
26013,422,1,0.0,0.0,one_time,1.0
26013,1086,1,0.0,0.0,one_time,1.0
26013,2538,1,0.0,0.0,one_time,1.0
26013,17698,2,0.0,0.0,occasional,2.0
26013,29212,1,0.0,0.0,one_time,1.0
26015,6856,2,0.0,0.0,occasional,2.0
26015,7357,1,0.0,0.0,one_time,1.0
26015,9962,2,1.0,-0.2,occasional,1.6
26015,12049,2,0.0,0.0,occasional,2.0
26015,16364,2,0.0,0.0,occasional,2.0
26015,31027,1,1.0,0.0,one_time,1.0
26015,38689,2,0.0,0.0,occasional,2.0
26055,154,2,0.0,0.0,occasional,2.0
26055,2540,2,0.0,0.0,occasional,2.0
26055,14196,1,0.0,0.0,one_time,1.0
26055,14914,2,0.0,0.0,occasional,2.0
26055,20373,1,0.0,0.0,one_time,1.0
26055,30990,1,0.0,0.0,one_time,1.0
